Datetime,ms,Level(m),Temp(C)
2023-03-12 11:15:00,0,0.166,6.2
2023-03-12 11:30:00,0,0.167,6.2
2023-03-12 11:30:00,0,0.167,6.2
2023-03-12 11:45:00,0,0.166,6.2
2023-03-12 11:45:00,0,0.166,6.2
2023-03-12 12:00:00,0,0.168,6.2
2023-03-12 12:00:00,0,0.168,6.2
2023-03-12 12:15:00,0,0.165,6.2
2023-03-12 12:15:00,0,0.165,6.2
2023-03-12 12:30:00,0,0.165,6.2
2023-03-12 12:30:00,0,0.165,6.2
2023-03-12 12:45:00,0,0.166,6.2
2023-03-12 12:45:00,0,0.166,6.2
2023-03-12 13:00:00,0,0.164,6.2
2023-03-12 13:00:00,0,0.164,6.2
2023-03-12 13:15:00,0,0.166,6.2
2023-03-12 13:15:00,0,0.166,6.2
2023-03-12 13:30:00,0,0.167,6.3
2023-03-12 13:30:00,0,0.167,6.3
2023-03-12 13:45:00,0,0.166,6.3
2023-03-12 13:45:00,0,0.166,6.3
2023-03-12 14:00:00,0,0.167,6.3
2023-03-12 14:00:00,0,0.167,6.3
2023-03-12 14:15:00,0,0.166,6.3
2023-03-12 14:15:00,0,0.166,6.3
2023-03-12 14:30:00,0,0.166,6.3
2023-03-12 14:30:00,0,0.166,6.3
2023-03-12 14:45:00,0,0.166,6.3
2023-03-12 14:45:00,0,0.166,6.3
2023-03-12 15:00:00,0,0.166,6.3
2023-03-12 15:00:00,0,0.166,6.3
2023-03-12 15:15:00,0,0.165,6.3
2023-03-12 15:15:00,0,0.165,6.3
2023-03-12 15:30:00,0,0.166,6.4
2023-03-12 15:30:00,0,0.166,6.4
2023-03-12 15:45:00,0,0.165,6.4
2023-03-12 15:45:00,0,0.165,6.4
2023-03-12 16:00:00,0,0.166,6.4
2023-03-12 16:00:00,0,0.166,6.4
2023-03-12 16:15:00,0,0.166,6.4
2023-03-12 16:15:00,0,0.166,6.4
2023-03-12 16:30:00,0,0.165,6.4
2023-03-12 16:30:00,0,0.165,6.4
2023-03-12 16:45:00,0,0.164,6.4
2023-03-12 16:45:00,0,0.164,6.4
2023-03-12 17:00:00,0,0.164,6.4
2023-03-12 17:00:00,0,0.164,6.4
2023-03-12 17:15:00,0,0.166,6.4
2023-03-12 17:15:00,0,0.166,6.4
2023-03-12 17:30:00,0,0.165,6.4
2023-03-12 17:30:00,0,0.165,6.4
2023-03-12 17:45:00,0,0.164,6.4
2023-03-12 17:45:00,0,0.164,6.4
2023-03-12 18:00:00,0,0.164,6.4
2023-03-12 18:00:00,0,0.164,6.4
2023-03-12 18:15:00,0,0.165,6.4
2023-03-12 18:15:00,0,0.165,6.4
2023-03-12 18:30:00,0,0.165,6.4
2023-03-12 18:30:00,0,0.165,6.4
2023-03-12 18:45:00,0,0.165,6.4
2023-03-12 18:45:00,0,0.165,6.4
2023-03-12 19:00:00,0,0.165,6.4
2023-03-12 19:00:00,0,0.165,6.4
2023-03-12 19:15:00,0,0.163,6.4
2023-03-12 19:15:00,0,0.163,6.4
2023-03-12 19:30:00,0,0.164,6.4
2023-03-12 19:30:00,0,0.164,6.4
2023-03-12 19:45:00,0,0.164,6.4
2023-03-12 19:45:00,0,0.164,6.4
2023-03-12 20:00:00,0,0.164,6.4
2023-03-12 20:00:00,0,0.164,6.4
2023-03-12 20:15:00,0,0.164,6.4
2023-03-12 20:15:00,0,0.164,6.4
2023-03-12 20:30:00,0,0.163,6.4
2023-03-12 20:30:00,0,0.163,6.4
2023-03-12 20:45:00,0,0.166,6.4
2023-03-12 20:45:00,0,0.166,6.4
2023-03-12 21:00:00,0,0.163,6.4
2023-03-12 21:00:00,0,0.163,6.4
2023-03-12 21:15:00,0,0.165,6.4
2023-03-12 21:15:00,0,0.165,6.4
2023-03-12 21:30:00,0,0.166,6.4
2023-03-12 21:30:00,0,0.166,6.4
2023-03-12 21:45:00,0,0.163,6.3
2023-03-12 21:45:00,0,0.163,6.3
2023-03-12 22:00:00,0,0.162,6.3
2023-03-12 22:00:00,0,0.162,6.3
2023-03-12 22:15:00,0,0.163,6.3
2023-03-12 22:15:00,0,0.163,6.3
2023-03-12 22:30:00,0,0.164,6.3
2023-03-12 22:30:00,0,0.164,6.3
2023-03-12 22:45:00,0,0.163,6.2
2023-03-12 22:45:00,0,0.163,6.2
2023-03-12 23:00:00,0,0.162,6.2
2023-03-12 23:00:00,0,0.162,6.2
2023-03-12 23:15:00,0,0.161,6.2
2023-03-12 23:15:00,0,0.161,6.2
2023-03-12 23:30:00,0,0.164,6.2
2023-03-12 23:30:00,0,0.164,6.2
2023-03-12 23:45:00,0,0.163,6.1
2023-03-12 23:45:00,0,0.163,6.1
2023-03-13 00:00:00,0,0.163,6.1
2023-03-13 00:00:00,0,0.163,6.1
2023-03-13 00:15:00,0,0.162,6.1
2023-03-13 00:15:00,0,0.162,6.1
2023-03-13 00:30:00,0,0.161,6.1
2023-03-13 00:30:00,0,0.161,6.1
2023-03-13 00:45:00,0,0.161,6.0
2023-03-13 00:45:00,0,0.161,6.0
2023-03-13 01:00:00,0,0.16,6.0
2023-03-13 01:00:00,0,0.16,6.0
2023-03-13 01:15:00,0,0.163,6.0
2023-03-13 01:15:00,0,0.163,6.0
2023-03-13 01:30:00,0,0.161,6.0
2023-03-13 01:30:00,0,0.161,6.0
2023-03-13 01:45:00,0,0.163,6.0
2023-03-13 01:45:00,0,0.163,6.0
2023-03-13 02:00:00,0,0.159,5.9
2023-03-13 02:00:00,0,0.159,5.9
2023-03-13 02:15:00,0,0.161,5.9
2023-03-13 02:15:00,0,0.161,5.9
2023-03-13 02:30:00,0,0.162,5.9
2023-03-13 02:30:00,0,0.162,5.9
2023-03-13 02:45:00,0,0.162,5.9
2023-03-13 02:45:00,0,0.162,5.9
2023-03-13 03:00:00,0,0.16,5.9
2023-03-13 03:00:00,0,0.16,5.9
2023-03-13 03:15:00,0,0.163,5.9
2023-03-13 03:15:00,0,0.163,5.9
2023-03-13 03:30:00,0,0.16,5.8
2023-03-13 03:30:00,0,0.16,5.8
2023-03-13 03:45:00,0,0.16,5.8
2023-03-13 03:45:00,0,0.16,5.8
2023-03-13 04:00:00,0,0.16,5.8
2023-03-13 04:00:00,0,0.16,5.8
2023-03-13 04:15:00,0,0.161,5.8
2023-03-13 04:15:00,0,0.161,5.8
2023-03-13 04:30:00,0,0.162,5.8
2023-03-13 04:30:00,0,0.162,5.8
2023-03-13 04:45:00,0,0.162,5.8
2023-03-13 04:45:00,0,0.162,5.8
2023-03-13 05:00:00,0,0.162,5.8
2023-03-13 05:00:00,0,0.162,5.8
2023-03-13 05:15:00,0,0.161,5.7
2023-03-13 05:15:00,0,0.161,5.7
2023-03-13 05:30:00,0,0.16,5.7
2023-03-13 05:30:00,0,0.16,5.7
2023-03-13 05:45:00,0,0.162,5.7
2023-03-13 05:45:00,0,0.162,5.7
2023-03-13 06:00:00,0,0.161,5.7
2023-03-13 06:00:00,0,0.161,5.7
2023-03-13 06:15:00,0,0.16,5.7
2023-03-13 06:15:00,0,0.16,5.7
2023-03-13 06:30:00,0,0.16,5.7
2023-03-13 06:30:00,0,0.16,5.7
2023-03-13 06:45:00,0,0.16,5.7
2023-03-13 06:45:00,0,0.16,5.7
2023-03-13 07:00:00,0,0.16,5.6
2023-03-13 07:00:00,0,0.16,5.6
2023-03-13 07:15:00,0,0.157,5.6
2023-03-13 07:15:00,0,0.157,5.6
2023-03-13 07:30:00,0,0.158,5.6
2023-03-13 07:30:00,0,0.158,5.6
2023-03-13 07:45:00,0,0.158,5.6
2023-03-13 07:45:00,0,0.158,5.6
2023-03-13 08:00:00,0,0.159,5.6
2023-03-13 08:00:00,0,0.159,5.6
2023-03-13 08:15:00,0,0.158,5.6
2023-03-13 08:15:00,0,0.158,5.6
2023-03-13 08:30:00,0,0.157,5.5
2023-03-13 08:30:00,0,0.157,5.5
2023-03-13 08:45:00,0,0.156,5.5
2023-03-13 08:45:00,0,0.156,5.5
2023-03-13 09:00:00,0,0.157,5.5
2023-03-13 09:00:00,0,0.157,5.5
2023-03-13 09:15:00,0,0.156,5.5
2023-03-13 09:15:00,0,0.156,5.5
2023-03-13 09:30:00,0,0.157,5.5
2023-03-13 09:30:00,0,0.157,5.5
2023-03-13 09:45:00,0,0.156,5.5
2023-03-13 09:45:00,0,0.156,5.5
2023-03-13 10:00:00,0,0.156,5.5
2023-03-13 10:00:00,0,0.156,5.5
2023-03-13 10:15:00,0,0.157,5.5
